,Date,news_articles
580,2016-03-07,Supreme Court Declines to Hear Apple’s Appeal in E-Book Pricing Case Mac ‘Ransomware’ Attack Exposes Vulnerability of Apple Users Justice Dept. Appeals Ruling in Apple iPhone Case in Brooklyn
581,2016-03-09,Setting Hourly Alarms on Apple Devices
582,2016-03-10,Bridgewater Names Ex-Apple ‘Podfather’ a Co-C.E.O. Apple and U.S. Bitterly Turn Up Volume in iPhone Privacy Fight
583,2016-03-11,The Government Answers Apple in the iPhone Case
584,2016-03-12,Farhad and Mike Discuss the Apple Case and a Go-Playing Computer Program
585,2016-03-14,"In the Apple Case, a Debate Over Data Hits Home"
586,2016-03-15,Apple and Justice Dept. Trade Barbs in iPhone Privacy Case
587,2016-03-16,Apple Invokes ‘Rights of the American People’ in Its Fight
588,2016-03-17,"Apple Encryption Engineers, if Ordered to Unlock iPhone, Might Resist Review: Paul Appleby Performs ‘Merrill Songs’"
589,2016-03-18,"Apple’s Engineers, if Defiant, Would be in Sync With Ethics Code"
590,2016-03-19,Farhad and Mike Parse Virtual Reality Tech and the Apple Standoff
591,2016-03-20,A New York Times/CBS News Poll on the Apple iPhone Case Apple vs. the F.B.I.: How the Case Could Play Out
592,2016-03-21,"Apple iPhone Hearing, VW Diesel Update and Luxury Cars A Smaller iPhone and Other Highlights From Apple’s Product Event Supreme Court to Hear Samsung Appeal on Apple Patent Award Apple and Justice Dept. Prepare to Face Off in Court Apple May Be Willing to Risk Contempt Charge Judge in Apple Case Seen as Unfazed by Stress, Even a Plane Crash Apple’s Modest Product Upgrades Take Back Seat to Worries on iPhone Encryption U.S. Says It May Not Need Apple’s Help to Unlock iPhone"
593,2016-03-22,Apple and Yahoo Each Struggle for Control of Their Futures
594,2016-03-23,"Apple Policy on Bugs May Explain Why Hackers Would Help F.B.I. For Apple, Potential Flaw May Be a Wake-Up Call"
595,2016-03-24,F.B.I. Clash With Apple Loosed a Torrent of Possible Ways to Hack an iPhone Apple’s First Foray Into Original TV Is a Series About Apps
596,2016-03-26,"Forget the New iPhone. For Apple, It’s All About the Dollar. Farhad and Mike on How Apple’s New, Smaller iPhone Is Easing the Pain"
597,2016-03-28,Google and Apple’s New Headquarters Resemble Hippie Communes Google and Apple: the High-Tech Hippies of Silicon Valley U.S. Says It Has Unlocked iPhone Without Apple Filing to Drop Case Against Apple
598,2016-03-29,"In Apple Debate on Digital Privacy and the iPhone, Questions Still Remain Apple iPhone Standoff Ends, for Now SoundCloud Starts Subscription Plan, Taking On Spotify and Apple"
599,2016-03-30,"Apple’s New Challenge: Learning How the U.S. Cracked Its iPhone To Woo Apple, Foxconn Bets $3.5 Billion on Sharp New York Today: A Bigger Apple Sizing Up Apple’s New Downsized Devices"
600,2016-04-05,Clearing Space on the Apple TV
601,2016-04-06,"What the Apple Watch Does, One Year Later"
602,2016-04-08,U.S. Presses Bid to Force Apple to Unlock iPhone in New York Why Apple’s Stand Against the F.B.I. Hurts Its Own Customers
603,2016-04-16,"In New Filing, Apple Resists F.B.I.’s Call to Open iPhone in Drug Case"
604,2016-04-18,"Apple to Testify Again, and VW Due Date Nears"
605,2016-04-22,Apple Services Shut Down in China in Startling About-Face
606,2016-04-23,"On Encryption Battle, Apple Has Advocates in Ex-National Security Officials"
607,2016-04-26,"IPhone Sales Drop, and Apple’s 13-Year Surge Ebbs"
608,2016-04-27,"Apple iPhone, Once a Status Symbol in China, Loses Its Luster"
609,2016-04-28,Carl Icahn Says He Has Sold His Stake in Apple Over China Concerns
610,2016-04-29,"In Eli Apple, Giants Add a Defensive Force With 10th Pick"
611,2016-05-02,Fitbit Strives to Escape the Shadow of Apple
612,2016-05-04,"Apple, Set to Move to Its Spaceship, Should Try More Moonshots Comparing Mobile Wallets From Apple, Google and Samsung Why Apple Pay and Other Mobile Wallets Beat Chip Cards"
613,2016-05-07,"Podcasts Surge, but Producers Fear Apple Isn’t Listening"
614,2016-05-09,15-Year-Old’s 200 Vintage Apple Computers Are Now a Mac Museum
615,2016-05-13,"Apple Puts $1 Billion in Didi, a Rival to Uber in China Apple’s $1 Billion Investment May Ease Ties With China"
616,2016-05-18,Apple Case Underscores Pitfalls of Doing Business in China
617,2016-05-19,"Warren Buffett Stake Suggests Apple Is All Grown Up Apple Shifts From Genius Bars to Genius Groves, Hoping Patrons Linger"
618,2016-05-26,Rethinking Apple’s Recipe for Success
619,2016-05-29,"Elysse Applebaum, Sam Cherington"
620,2016-06-03,Can the Big Apple Circus Be Saved?
621,2016-06-09,"Review: ‘Call Her Applebroog,’ Beth B’s Portrait of a Still-Vital Artist"
622,2016-06-10,Apple Starts to Woo Its App Developers
623,2016-06-12,"The Week Ahead: Apple to Woo Developers, and Fed to Hold Monthly Meeting"
624,2016-06-13,"Microsoft and Apple Making Headlines Apple Developer Conference: A More Open Siri, and Other Upgrades Apple to Offer App Developers Access to Siri and iMessage What You Need to Know About Apple’s Software Upgrades"
625,2016-06-14,"Orlando, Apple, Cleveland Cavaliers: Your Tuesday Briefing Can Apple Think Outside the Device?"
626,2016-06-16,Apple Faces an Artificial Intelligence Challenge
627,2016-06-17,Apple iPhone Is Targeted in Beijing Patent Case
628,2016-06-19,"Apple, Uneasy Over Donald Trump, Won’t Support Republican Convention"
629,2016-06-20,Apple May Soon Open Retail Stores in India
630,2016-06-23,"Buybacks by Companies Like Apple May Signal Danger, Not Growth"
631,2016-06-25,Farhad’s and Mike’s Week in Tech: Are Apple’s Headphone Jacks the New Floppy Drive?
632,2016-06-30,"Tekserve, Precursor to the Apple Store, to Close After 29 Years"
633,2016-07-01,"Apple Flounders, but Tidal Will Not Steady the Boat"
634,2016-07-07,Apple’s iOS 10 Is Available for Beta Testers Who Want a Head Start
635,2016-07-15,"Apple, in Seeming Jab at Spotify, Proposes Simpler Songwriting Royalties"
636,2016-07-16,Spotify and Apple Music: The Goth vs. the Stoner
637,2016-07-26,"With No Heroes in Sight, the Big Apple Circus Will Fold Its Tent Apple’s iPhone Sales Drop Again, but Services Are a Bright Spot"
638,2016-07-27,"In Frank Lloyd Wright Country, Architecture and Apple Pie Apple Pleases by Not Disappointing So Much"
639,2016-12-05,How to Defend Yourself Against Apple’s Calendar Spam
640,2016-12-06,Supreme Court Gives Samsung a Reprieve in Apple Patent Case
641,2016-12-16,The Last Days of the Big Apple Circus
642,2016-12-22,Apple Music: Platform? Promoter? Both.
643,2016-12-23,Apple and Nokia Battle Over Cellphone Patents Daily Report: Apple Hurls the ‘Patent Troll’ Insult at Nokia
644,2016-12-29,"How China Built ‘iPhone City’ With Billions in Perks for Apple’s Partner Israel, Apple, Debbie Reynolds: Your Thursday Briefing"
645,2017-01-02,"Growing a Different Apple Joyce Appleby, Historian of Capitalism and American Identity, Is Dead at 87"
646,2017-01-03,"Daily Report: An Ex-Apple Employee Firm, Far From the Tree"
647,2017-01-04,Apple Removes New York Times Apps From Its Store in China
648,2017-01-05,Daily Report: Apple Takes Down The Times’s News App in China
649,2017-01-07,Russia Requires Apple and Google to Remove LinkedIn From Local App Stores
650,2017-01-18,Fiona Apple Releases a Trump Protest Chant
651,2017-01-21,"Apple Adds to Qualcomm’s Troubles, Filing Lawsuit Over Rebates"
652,2017-01-22,Retired Big Apple Circus Animals Prepare for Their Second Act
653,2017-01-30,"New Apple Results Are Coming, and the Fed Prepares to Convene Messages About iMessages, but Not From Apple"
654,2017-01-31,"Starbucks, Exxon, Apple: Companies Challenging (or Silent on) Trump’s Immigration Ban"
655,2017-02-01,"Amid Immigration Furor, Apple’s Chief Focuses on Apps and Music Daily Report: At Apple, Triumphs Amid Tribulations"
656,2017-02-14,"Apple Tiptoes Into Producing Original Video but Plans to Pick Up Pace Big Apple Circus, Sold to the Highest Bidder, Will Return This Fall"
657,2017-02-22,How to Decide Which Headphones to Buy (Hint: Not Apple’s AirPods)
658,2017-02-27,Buffett’s $1 Trillion Target for Apple Is in Sight
659,2017-03-02,Apple’s Devices Lose Luster in American Classrooms
660,2017-03-03,The Secret to a Really Crisp Apple
661,2017-03-17,"Chance the Rapper Says His Apple Music Deal Was Worth $500,000"
662,2017-03-22,Some Would Steal an Apple
663,2017-04-02,Dyson Is the Apple of Appliances (and Just as Secretive)
664,2017-04-12,Is Russell Westbrook’s Season the Best Ever? Some Apples and Oranges to Pick From
665,2017-04-14,Apple Gets Permit to Test Self-Driving Cars in California
666,2017-04-19,Apple Faces Inquiry in China Over App Store Content
667,2017-04-30,Apple’s Stock Races Ahead as Investors Bet on New iPhones
668,2017-08-01,"Joining Apple, Amazon’s China Cloud Service Bows to Censors Apple Sales Exceed Expectations as Buyers Wait for New iPhones"
669,2017-08-03,Why Apple Is Experiencing Another Growth Spurt
670,2017-08-18,Cider Moves Beyond the Apple
671,2017-08-19,Farhad’s and Mike’s Week in Tech: Apple’s Big Media Bet and More Uber Drama
672,2017-08-22,Apple Scales Back Its Ambitions for a Self-Driving Car
673,2017-08-24,"Apple, Citing U.S. Sanctions, Removes Popular Apps in Iran"
674,2017-08-25,Farhad and Mike’s Week in Review: Apple’s Self-Driving Shift
675,2017-08-28,Apple’s Tim Cook Barnstorms for ‘Moral Responsibility’
676,2017-09-01,Switching Between Apple’s iOS and Google’s Android
677,2017-09-05,Boston Red Sox Used Apple Watches to Steal Signs Against Yankees
678,2017-09-06,Red Sox Cheating Scandal Highlights Apple Watch’s Illicit Uses
679,2017-09-08,Answers to Your Questions About Apple’s New iPhones
680,2017-09-10,"At $1,000, Apple’s iPhone X Crosses a Pricing Threshold Hurricane Irma, Apple, Myanmar: Your Monday Briefing"
681,2017-09-11,"Hurricane Irma, Apple, Pope Francis: Your Monday Briefing"
682,2017-09-12,"Things Apple’s iPhone Helped Destroy Apple Unveils iPhone X and 8 Models as It Upgrades TV Set-Top Box Apple, North Korea, Florida: Your Wednesday Briefing Hurricane Irma, North Korea, Apple: Your Tuesday Evening Briefing At the Apple Keynote, Selling Us a Better Vision of Ourselves"
683,2017-09-13,"Irma, Supreme Court, Apple: Your Wednesday Briefing"
684,2017-09-17,In Apple-Pie Order
685,2017-09-20,"Apple Watch Series 3 Excels, Even if You Don’t Need Cellular Former Apple Engineers Working on New Eyes for Driverless Cars"
686,2017-09-22,New York Today: Keeping Your Apple-Picking Plans The Best Investment Since 1926? Apple
687,2017-09-28,Toshiba Reaches Deal With Bain-Apple Group to Sell Chip Business
688,2017-10-04,"E.U., Citing Amazon and Apple, Tells Nations to Collect Tax"
689,2017-10-05,The Jamaican Apple Pickers of Upstate New York M.L.B. Investigating Diamondbacks Coach Who Wore Apple Watch
690,2017-10-06,"Apple’s New Emojis: Dinosaurs, Dumplings and ‘ILY’ M.L.B. Says Apple Watch in Diamondbacks’ Dugout Was Not Used to Cheat"
691,2017-10-10,"Apple Joins Forces With Steven Spielberg’s Amblin Television Google Buying Apple? Sorry, That Was Just a Test"
692,2017-10-13,U.S. and Europe May Collide on Taxing Apple and Amazon
693,2017-10-20,Deep-Dish Apple Pie An Apple Pie That Lasts for Days
694,2017-10-30,"As Apple and Facebook Chiefs Visit, Xi Jinping Vows Deeper Reform Baseball, Hot Dogs and Apple Pie. Washed Down With Champagne."
695,2017-11-02,Apple Report Expects New iPhones to Jump-Start Growth
696,2017-11-06,"After a Tax Crackdown, Apple Found a New Shelter for Its Profits"
697,2017-11-07,Review: The Big Apple Circus Is Ripe for Another Bite
698,2017-11-08,Apple Lands New Reese Witherspoon and Jennifer Aniston TV Show Why Texas Shooting Could Draw Apple Back Into Security Debate
699,2017-11-09,Will Qualcomm Agree to a Deal With Broadcom? Ask Apple
700,2017-11-10,Does Anyone Really Want to Pick Apples with the Neighbors?
701,2017-11-17,Apple Postpones Release of HomePod Speaker
702,2017-11-21,"Skype Vanishes From App Stores in China, Including Apple’s"
703,2017-12-01,A Story With an Apple
704,2017-12-08,"Apple Said to Be Acquiring Shazam, the Song Identifying App"
705,2017-12-13,Website Helps Movie and TV Fans Keep Track of Hollywood’s ‘Rotten Apples’
706,2017-12-15,Apple Adds Another Show to Its Growing Streaming Stable
707,2017-12-20,Apple Provides Hedge Against Tech Backlash
708,2017-12-21,Apple Is the Most Valuable Public Company Ever. But How Much of a Record Is That? Is Apple Slowing Down Old iPhones? Questions and Answers
709,2017-12-26,"Freed From the iPhone, the Apple Watch Finds a Medical Purpose"
710,2017-12-27,"When Picking Apples on a Farm With 5,000 Rules, Watch Out for the Ladders"
711,2017-12-29,"Accused of Slowing Old iPhones, Apple Offers Battery Discounts"
712,2018-05-01,"Apple Plans to Give Investors Back $100 Billion: DealBook Briefing Israel, Apple, North Korea: Your Wednesday Briefing"
713,2018-05-02,Apple Says It Will Buy Back $100 Billion in Stock
714,2018-05-03,Apple and the Fruits of Tax Cuts
715,2018-05-04,Warren Buffett Really Likes Apple’s Shares: DealBook Briefing
716,2018-05-05,Berkshire’s Annual Meeting: Buffett Approves of Apple’s Buyback Plan
717,2018-05-09,Modern Love: The Podcast | When Eve and Eve Bit the Apple Rachel Weisz Reads ‘When Eve and Eve Bit the Apple’
718,2018-05-10,Goldman Sachs and Apple Plan to Offer a New Credit Card
719,2018-05-23,"Apple, Spurned by Others, Signs Deal With Volkswagen for Driverless Cars"
720,2018-05-25,"In Katherine Applegate’s New Fantasy Novel, Extinction Is Imminent"
721,2018-05-31,Telegram App Says Apple Is Blocking Updates Over Dispute With Russia
722,2018-06-01,From Vegan Barbecue to Apple Pie: New Cookbooks for Everyone
723,2018-06-03,Apple Developers Gather and Trump Meets World Leaders
724,2018-06-04,"Apple’s WWDC 2018 Live: Apple Still Wants to Be Different Apple Shuns the Tech Industry’s Apology Tour Guatemala, North Korea, Apple: Your Monday Evening Briefing"
725,2018-06-06,Apple’s Market Value Should Cross $1 Trillion and Keep On Trucking
726,2018-06-13,Apple to Close iPhone Security Hole That Law Enforcement Uses to Crack Devices
727,2018-06-14,"North Korea, World Cup, Apple: Your Thursday Briefing"
728,2018-06-15,Apple and Oprah Winfrey Sign a Content Deal
729,2018-06-18,"In China Trade War, Apple Worries It Will Be Collateral Damage Migrants, World Cup, Apple: Your Monday Evening Briefing"
730,2018-06-21,Apple Plans to Stream Children’s Shows From Sesame Workshop
731,2018-06-27,Apple and Samsung End Smartphone Patent Wars
732,2018-07-11,I Used Apple’s New Controls to Limit a Teenager’s iPhone Time (and It Worked!)
733,2018-07-19,The Pursuit of $1 Trillion: Amazon Closes In on Apple
734,2018-07-29,"Apple Reports Earnings, and July’s Job Numbers Come Out"
735,2018-07-30,How to Get a Weekly View in Apple’s Calendar
736,2018-07-31,Apple Could Soon Be Worth $1 Trillion as Profits Pour In
737,2018-08-01,"Facebook, 3-D Guns, Apple: Your Wednesday Briefing Apple’s Stock Buybacks Continue to Break Records How Apple’s March Toward $1 Trillion Could Cause It to Stumble"
738,2018-08-02,"Apple Is Worth $1,000,000,000,000. Two Decades Ago, It Was Almost Bankrupt. Apple’s Value Hit $1 Trillion. Add Disney to Bank of America and ... You’re Halfway There Apple, Paul Manafort, Pope Francis: Your Friday Briefing Russia, Pope Francis, Apple: Your Thursday Evening Briefing Apple’s $1 Trillion Milestone Reflects Rise of Powerful Megacompanies"
739,2018-08-03,"Pope Francis, Trade War, Apple: Your Friday Briefing Trevor Noah Shows How Apple Got Its Valuation to $1 Trillion Russia, Apple, Ernest Hemingway: Your Friday Briefing DealBook Briefing: The Trouble With a $1 Trillion Apple"
740,2018-08-05,"Trump, Russia, Apple: Your Weekend Briefing"
741,2018-08-06,"Alex Jones and Infowars Content Is Removed From Apple, Facebook and YouTube Why Apple Is the Future of Capitalism"
742,2018-08-13,Foxconn Is Feeling the Sag in Smartphone Sales. Apple? Not So Much.
743,2018-08-21,Apple Buys Rights to Series Based on New York Times Climate Change Article
744,2018-08-27,"‘Sharp Objects’ Finale Recap: Good Apple, Bad Tree"
745,2018-08-29,"The Long, Monstrous Reign of the Red Delicious Apple Is Ending"
746,2018-09-04,"Amazon Hits $1,000,000,000,000 in Value, Following Apple"
747,2018-09-06,Apple’s Takeover of Shazam Is Cleared by European Regulators
748,2018-09-07,"Genoa, Morocco, Apple: Your Friday News Briefing"
749,2018-09-08,Alex Jones’s Infowars Is Removed From Apple’s App Store
750,2018-09-09,"U.S.-European Trade Talks Resume, and New Apple Devices Are Unveiled"
751,2018-09-12,"Your Wednesday News Briefing: Florence, New Hampshire, Apple Event Apple Unveils Bigger iPhones at Higher Prices, and a Heart-Tracking Watch Your Thursday News Briefing: Typhoon Mangkhut, China, Apple Your Wednesday Evening News Briefing: Apple, Hurricane Florence, CBS"
752,2018-09-13,"Your Thursday News Briefing: Pope Francis, Typhoon Mangkhut, Apple California Today: What We Learned at Apple’s iPhone Bonanza"
753,2018-09-14,The Week in Tech: Apple’s Watch Steals the Show
754,2018-09-16,Walmart Finally Makes It to the Big Apple
755,2018-09-17,Apple Shares in a Time of Trade War: DealBook’s One Thing to Watch Today
756,2018-09-18,"Your Tuesday Evening News Briefing: Brett Kavanaugh, Apple, Trump"
757,2018-09-19,Apple Watch Series 4 Review: A Big Step for Wearable Gadgets
758,2018-09-25,Qualcomm Accuses Apple of Stealing Secrets to Help Intel
759,2018-09-26,How Apple Thrived in a Season of Tech Scandals
760,2018-09-27,The Urbanist Guide to Wild Apples
761,2019-02-01,Apple Shows Facebook Who Has the Power in an App Dispute
762,2019-02-03,"The Week in Business: Let the Apple vs. Facebook Battle Begin, and China Goes Soybean Shopping Lion Air, India, Apple: Your Monday Briefing"
763,2019-02-04,"Lion Air, Venezuela, Apple: Your Monday Briefing"
764,2019-02-05,"Biggest Public Company? Microsoft. Wait, Apple Again. Amazon? No, Back to Microsoft."
765,2019-02-06,Chief of Apple Stores Is Leaving After 5 Years in the Job
766,2019-02-13,Former Senior Apple Lawyer Charged With Insider Trading Apple and Google Urged to Dump Saudi App That Lets Men Track Women
767,2019-03-03,That Dusty Apple Macintosh Plus From the ’80s? It Could End Up on TV
768,2019-03-09,Are You an Amazon or an Apple Family?
769,2019-03-13,Spotify Accuses Apple of Anticompetitive Practices in Europe
770,2019-03-15,Apple Defends App Store Policies After Spotify’s Antitrust Complaint
771,2019-03-17,Apple’s Big Spending Plan to Challenge Netflix Takes Shape
772,2019-03-18,"New Zealand, Saudi Arabia, Apple: Your Tuesday Briefing"
773,2019-03-20,New Paid Apple News Service Said to Feature Wall Street Journal
774,2019-03-22,Why Netflix Won’t Be Part of Apple TV
775,2019-03-25,"Is Apple Saying Goodbye to Fashion? Apple Unveils Video Service With Celebrity Parade but Few Details Brexit, Gaza, Apple: Your Tuesday Briefing Apple, N.C.A.A., Israel: Your Monday Evening Briefing"
776,2019-03-26,"William Barr, Michael Avenatti, Apple: Your Tuesday Briefing DealBook Briefing: Apple Wants to Sell the Only Bundle You Buy Why Apple’s Big Streaming Play Matters Hollywood Had Questions. Apple Didn’t Answer Them."
777,2019-03-27,"Quotation of the Day: Lights, Camera, Apple: Cupertino Goes Hollywood"
778,2019-04-01,"DealBook Briefing: Aramco Makes More Money Than Apple and Alphabet Combined Saudi Aramco Is World’s Most Profitable Company, Beating Apple by Far"
779,2019-04-02,Media Companies Take a Big Gamble on Apple
780,2019-04-03,"Apple AirPods Review: Perfect Earbuds, but They Don’t Last The Incredible Shrinking Apple"
781,2019-04-06,"Scheme to Swap Fake iPhones Adds Up to $900,000 Loss for Apple, Prosecutors Say"
782,2019-04-13,Apple and Qualcomm’s Global Fight Heads to Court in San Diego The Week in Business: Uber’s Bumpy Ride and Apple’s Star-Studded Trial
783,2019-04-16,Apple and Qualcomm Settle All Disputes Worldwide
784,2019-04-17,DealBook Briefing: Apple and Qualcomm Kiss and Make Up
785,2019-04-27,Apple Cracks Down on Apps That Fight iPhone Addiction
786,2019-04-30,"From Apples to Popcorn, Climate Change Is Altering the Foods America Grows Japan, Venezuela, Apple: Your Wednesday Briefing Apple’s Plan to Buy $75 Billion of Its Stock Fuels Spending Debate"
787,2019-05-02,Why Does Apple Control Its Competitors?
788,2019-05-13,"Supreme Court Allows Antitrust Lawsuit Against Apple to Proceed Stock Decline, Apple Case, Huffman Plea: Your Monday Evening Briefing"
789,2019-05-14,"Trade War, Doris Day, Apple: Your Tuesday Briefing"
790,2019-05-24,"Mr. Apple Pie, Ron Howard"
791,2019-05-30,Apps Purged by Apple Say It Holds the Key They Need to Get Back In
792,2019-06-03,"Apple’s WWDC Highlights: the Death of iTunes and $6,000 Macs Tiananmen Square, Apple, Elaine Chao: Your Tuesday Briefing"
793,2019-06-04,"Apple Backs Off Crackdown on Parental-Control Apps Inside Apple’s Earthquake-Ready Headquarters London, Tiananmen Square, Apple: Your Tuesday Briefing The Other Reason Apple Is in the News? Earthquake Safety"
794,2019-06-08,They Bonded Over Caramel Apple Pie
795,2019-06-27,"Jony Ive, Designer Who Made Apple Look Like Apple, Is Leaving to Start a Firm"
796,2019-06-28,Apple to Manufacture New Mac Pro Computer in China Instead of U.S.
797,2019-06-30,‘Pear-Shaped’ May Be Healthier Than ‘Apple-Shaped’
798,2019-11-01,"The Best Movies and TV Shows Coming to Netflix, Apple TV Plus and More in November Behind Apple’s ‘Slow-Roll’ Marketing Push for Its New Streaming Service"
799,2019-11-04,"Apple Commits $2.5 Billion to Ease California Housing Crunch Review: The Big Apple Circus Still Delivers Paris Accord, Joe Biden, Apple Housing: Your Monday Evening Briefing"
800,2019-11-10,Apple Card Investigated After Gender Discrimination Complaints
801,2019-11-12,"Richard Plepler, Former HBO Boss, Is Close to Apple Deal"
802,2019-11-14,Apple’s Reach Reshapes Medical Research
803,2019-11-15,Apple to Ban Vaping Apps From Its Store
804,2019-11-19,Apple TV Plus and Disney Plus: What Shows Are Worth Watching?
805,2019-11-21,"Apple Pulls Samuel L. Jackson Movie From Festival, Citing ‘Concerns’ Trump Floats Tariff Exclusions for Apple at Texas Manufacturing Plant Trump’s Bizarre Apple Factory Visit"
806,2019-11-28,"Apple, Bowing to Russian Pressure, Recognizes Crimea Annexation on Map"
807,2019-12-01,"The Best Movies and TV Shows Coming to Netflix, Apple TV Plus and More in December"
808,2019-12-02,"Fire Blight Spreads Northward, Threatening Apple Orchards"
809,2019-12-06,"Why Apple Scrapped the Release of Its Oscar Contender, ‘The Banker’"
810,2019-12-07,Help! I am Allergic to Apples and Was Kicked Off a Plane
811,2019-12-11,Apple AirPods Pro Review: The ‘Hearable’ at Its Best
812,2019-12-13,How the Big Apple Circus Ringmaster Spends Her Sundays
813,2020-01-02,"The Best Movies and TV Shows Coming to Netflix, Apple TV Plus and More in January Apple Deal Returns Former HBO Boss Richard Plepler to Spotlight"
814,2020-01-07,F.B.I. Asks Apple to Help Unlock Two iPhones
815,2020-01-13,"Barr Asks Apple to Unlock Pensacola Killer’s Phones, Setting Up Clash"
816,2020-01-14,"Democratic Debate, Apple, L.S.U.: Your Tuesday Briefing Apple Takes a (Cautious) Stand Against Opening a Killer’s iPhones"
817,2020-01-16,"Delayed by Abuse Claim, Apple’s ‘The Banker’ Gets New Release Date"
818,2020-01-17,Does the F.B.I. Need Apple to Hack Into iPhones?
819,2020-01-28,New iPhones Fuel Strong Profit for Apple
820,2020-01-29,How the Coronavirus Could Hurt Apple and Starbucks
821,2020-01-31,Richard Plepler and Josh Tyrangiel May Revive Their HBO Act for Apple
822,2020-02-12,"He’s Stared Down Activists and Apple, and Is Still in Charge"
823,2020-02-17,Apple Signals Coronavirus’s Threat to Global Businesses
824,2020-02-21,The Week in Tech: Coronavirus Hits Apple’s Financial Forecast
825,2020-03-02,Apple Agrees to Pay Some iPhone Owners $25 Each
826,2020-03-04,French as Apple Pie
827,2020-03-14,Apple Closes Most of Its Stores for 2 Weeks People Are Loving This Apple Pie
828,2020-03-16,France Fines Apple $1.2 Billion for Antitrust Issues
829,2020-03-23,Trump Administration Gives Apple More Tariff Relief
830,2020-07-02,"Review: Apple-Picking Time Again, in ‘And So We Come Forth’"
831,2020-07-15,Apple Scores Legal Victory Against $14.9 Billion E.U. Tax Demand
832,2020-07-28,"Amazon, Apple, Facebook and Google Prepare for Their ‘Big Tobacco Moment’ Their Businesses Went Virtual. Then Apple Wanted a Cut. Their businesses went virtual. Then Apple wanted a cut."
833,2020-08-02,"Apple Fire Leads to Evacuation Order for 7,000 in California"
834,2020-08-04,Apple Replaces Phil Schiller as Its Top Marketing Executive
835,2020-08-07,"Facebook Gaming Finally Clears Apple Hurdle, Arriving in App Store"
836,2020-08-12,Cousin of an Apple Cobbler
837,2020-08-13,Fortnite Creator Sues Apple and Google After Ban From App Stores
838,2020-08-14,How Apple’s 30% App Store Cut Became a Boon and a Headache
839,2020-08-19,"Apple Reaches $2 Trillion, Punctuating Big Tech’s Grip Hubei Officials, Apple, Kiribati: Your Thursday Briefing"
840,2020-08-20,Apple’s Trillions
841,2020-08-25,"To Fight Apple and Google’s Grip, Fortnite Creator Mounts a Crusade"
842,2020-08-26,Theater to Stream: A World of Fringe and More Apples
843,2020-08-31,Apple’s App War Needs Peace
844,2020-09-01,Apple and Google to Make It Easier to Opt In to Virus Tracing
845,2020-09-02,Apple and Google are making it easier to opt in to virus tracing.
846,2020-09-12,"Simeon Coxe, Whose Silver Apples Presaged Synth-Pop, Dies at 82"
847,2020-09-15,Apple Watch Is a Private Road
848,2020-09-17,Fall’s Here. Can We Still Go Apple Picking? The New Apple Watch Measures Your Blood Oxygen. Now What?
849,2020-09-18,A Governor Bestowed Apples on Wildfire Victims. The Maggots Were Unintended.
850,2020-09-24,"To Fight Apple and Google, Smaller App Rivals Organize a Coalition"
851,2020-09-25,What Apple’s Fortnite Fee Battle Is Really About
852,2020-09-28,Apple and Epic Games Spar Over Returning Fortnite to the App Store
853,2020-10-06,"12 Accusations in the Damning House Report on Amazon, Apple, Facebook and Google"
854,2020-10-09,"Apple Does Not Need to Return Fortnite to App Store, Judge Rules"
855,2020-10-13,Apple Unveils a Smaller HomePod
856,2020-10-16,"News Quiz: Vaccine Trials, BTS, Apple"
857,2020-10-20,"Apple iPhone 12 Review: Superfast Speed, if You Can Find It"
858,2020-10-25,"Apple, Google and a Deal That Controls the Internet"
859,2020-10-27,Jon Stewart Returns to Spotlight With a Series for Apple TV+
860,2020-11-06,The Right Apple Pie for a Pandemic Thanksgiving
861,2020-11-09,Apple Puts Key Contractor on Probation Over Labor Abuses in China
862,2020-11-10,Apple Introduces New Macs With the First Apple Chips
863,2020-11-18,Apple Halves Its App Store Fee for the Smaller Companies Apple will pay $113 million to settle states’ investigation into battery throttling.
864,2020-11-19,"Apple, After Outcry, Makes ‘Peanuts’ Holiday Specials Available on PBS"
865,2020-11-20,Bring the Apple Cider Doughnuts to You
866,2021-04-01,Bidenomics Is as American as Apple Pie
867,2021-04-05,Apple’s C.E.O. Is Making Very Different Choices From Mark Zuckerberg
868,2021-04-19,Apple says Parler can return to iPhones after the app makes some changes.
869,2021-04-20,Apple’s New Devices Target Markets Led by Smaller Rivals
870,2021-04-26,"To Be Tracked or Not? Apple Is Now Giving Us the Choice. Apple will increase its spending in the United States by 20 percent. What’s Behind the Apple-Facebook Feud? Census, India, Apple-Facebook: Your Monday Evening Briefing"
871,2021-04-28,Apple AirTag Review: A Humble Tracker With Next-Generation Tech Apple doubles its profits on soaring iPhone sales.
872,2021-04-29,Catch up: Apple and Facebook profits doubled last quarter.
873,2021-04-30,Apple’s App Store Draws E.U. Antitrust Charge
874,2021-05-02,Apple and Epic Head to Court Over Their Slices of the App Pie
875,2021-05-03,Apple and Epic Games head to court over app revenue. Apple and Epic Trial Opens With a Tour of the Fortnite ‘Metaverse’
876,2021-05-04,The first day of the Epic Games v. Apple trial was a tour of the Fortnite ‘metaverse.’
877,2021-05-11,Apple vs. Facebook
878,2021-05-13,‘Spiral: From the Book of Saw’ Review: Slicing Up Bad Apples The Apple and Amazon Side Hustles
